UEIdx,lambdaBS,lambdaUE,numBlockers,deployRange,discoveryDelay,failureDetectionDelay,connectionSetupDelay,signalingAfterRachDelay,frameHopCount,frameDeliveryDelay,minRatereq,powerFac,lower_bound_thresh,GroupCount,mean_meanOutageDuration_wo_CF,std_meanOutageDuration_wo_CF,median_meanOutageDuration_wo_CF,mean_outageProbability_wo_CF,std_outageProbability_wo_CF,median_outageProbability_wo_CF,mean_meanOutageDuration,std_meanOutageDuration,median_meanOutageDuration,mean_outageProbability,std_outageProbability,median_outageProbability,,,,
19,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.075585497,0.055456185,0.07,0.000503992,0.003216908,1.94E-05,0.066655965,0.014689756,0.07,5.98E-05,0.000375982,1.94E-05,,,,
20,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.069615044,0.002025888,0.07,0.000139247,0.000557396,1.94E-05,0.06680294,0.014647729,0.07,1.94E-05,8.92E-11,1.94E-05,,,,
21,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.079262599,0.0567896,0.07,0.000390065,0.00184915,1.94E-05,0.068087058,0.038511906,0.07,0.000164458,0.001352592,1.94E-05,,,,
22,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.074100412,0.038197511,0.07,0.000235612,0.000900248,1.94E-05,0.066021406,0.016206692,0.07,1.94E-05,1.16E-10,1.94E-05,,,,
23,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.06975872,0.001347841,0.07,0.000114044,0.000503558,1.94E-05,0.067601496,0.012765268,0.07,1.94E-05,8.01E-11,1.94E-05,,,,
24,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.081179055,0.074805455,0.07,0.000404693,0.001758054,1.94E-05,0.064446853,0.01888546,0.07,1.94E-05,1.18E-10,1.94E-05,,,,
25,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.06983416,0.001546851,0.07,4.69E-05,0.000256093,1.94E-05,0.06920056,0.007456679,0.07,1.94E-05,4.62E-11,1.94E-05,,,,
26,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.086153755,0.087113316,0.07,0.000610715,0.002632884,1.94E-05,0.065212457,0.017692598,0.07,1.94E-05,9.94E-11,1.94E-05,,,,
27,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.069765243,0.001384347,0.07,0.000140693,0.000666759,1.94E-05,0.067598764,0.012779812,0.07,1.94E-05,1.04E-10,1.94E-05,,,,
28,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.082123799,0.081001562,0.07,0.000338047,0.002116408,1.94E-05,0.068411092,0.010418554,0.07,1.94E-05,3.86E-11,1.94E-05,,,,
29,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.076104787,0.057953371,0.07,0.000237293,0.001733599,1.94E-05,0.06840381,0.010466248,0.07,1.94E-05,6.01E-11,1.94E-05,,,,
30,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.075710727,0.057961452,0.07,0.000384327,0.002595168,1.94E-05,0.066801929,0.014652368,0.07,1.94E-05,9.59E-11,1.94E-05,,,,
31,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.09320326,0.105619307,0.07,0.001090581,0.004388146,1.94E-05,0.063326156,0.019951519,0.07,3.48E-05,0.000101217,1.94E-05,,,,
32,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.070016041,0.000149622,0.07,5.77E-05,0.000357247,1.94E-05,0.069200163,0.00746038,0.07,1.94E-05,5.00E-11,1.94E-05,,,,
33,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.075795221,0.058478736,0.07,0.00040523,0.002162393,1.94E-05,0.065204516,0.017721892,0.07,1.94E-05,1.12E-10,1.94E-05,,,,
34,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.070139961,0.001063689,0.07,0.000112183,0.000613767,1.94E-05,0.068399297,0.010495802,0.07,1.94E-05,7.99E-11,1.94E-05,,,,
35,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.08075854,0.073646531,0.07,0.000818428,0.004154217,1.94E-05,0.063643647,0.020093811,0.07,1.94E-05,1.34E-10,1.94E-05,,,,
36,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.086606463,0.089475827,0.07,0.00059614,0.002797295,1.94E-05,0.066013711,0.01623687,0.07,1.94E-05,8.03E-11,1.94E-05,,,,
37,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.081389643,0.074724477,0.07,0.000369683,0.002309962,1.94E-05,0.067615654,0.012690332,0.07,1.94E-05,6.56E-11,1.94E-05,,,,
38,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.069711614,0.001728097,0.07,0.000255724,0.000900311,1.94E-05,0.065199116,0.017741843,0.07,1.94E-05,1.34E-10,1.94E-05,,,,
39,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.081499177,0.075758145,0.07,0.000539196,0.002975005,1.94E-05,0.072002795,0.043223457,0.07,0.00022306,0.001899203,1.94E-05,,,,
40,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.080865955,0.071653586,0.07,0.000611416,0.003780112,1.94E-05,0.066938139,0.014048008,0.07,2.08E-05,1.26E-05,1.94E-05,,,,
41,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.093570698,0.110288134,0.07,0.000986409,0.004336332,1.94E-05,0.063734037,0.0198288,0.07,2.39E-05,4.15E-05,1.94E-05,,,,
42,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.069920074,0.000745501,0.07,6.65E-05,0.000439147,1.94E-05,0.069198826,0.007472851,0.07,1.94E-05,6.97E-11,1.94E-05,,,,
43,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.075525151,0.0522457,0.07,0.0003055,0.002301132,1.94E-05,0.068400491,0.010487981,0.07,1.94E-05,7.41E-11,1.94E-05,,,,
44,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.069965859,0.00196606,0.07,0.000212299,0.000799527,1.94E-05,0.066000474,0.016290747,0.07,1.94E-05,1.14E-10,1.94E-05,,,,
45,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.081245358,0.074888207,0.07,0.000484149,0.00287871,1.94E-05,0.066831518,0.014517743,0.07,2.06E-05,1.10E-05,1.94E-05,,,,
46,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.069976395,0.000229046,0.07,8.91E-05,0.000460692,1.94E-05,0.068401118,0.010483868,0.07,1.94E-05,6.71E-11,1.94E-05,,,,
47,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.073634167,0.035760887,0.07,0.000236061,0.00088802,1.94E-05,0.066013431,0.016238524,0.07,1.94E-05,1.16E-10,1.94E-05,,,,
48,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.069884865,0.001065955,0.07,0.000112657,0.000617728,1.94E-05,0.068515394,0.009765912,0.07,2.63E-05,6.36E-05,1.94E-05,,,,
49,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.081336315,0.076182131,0.07,0.000373121,0.002040621,1.94E-05,0.066814141,0.01459652,0.07,1.94E-05,7.03E-11,1.94E-05,,,,
50,49,500,436,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,87,0.084644097,0.079742992,0.07,0.000564481,0.001955919,1.94E-05,0.062449031,0.021380529,0.07,2.62E-05,6.32E-05,1.94E-05,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86657E-05,3.54E-05,5.71E+00,2.86E-05
1,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.09133836,0.103715481,0.07,0.000436768,0.002103176,1.94E-05,0.066811988,0.013974114,0.07,3.94E-05,0.000169572,1.94E-05,,,,
2,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.087561592,0.087166549,0.07,0.000339272,0.001493912,1.94E-05,0.070518691,0.024453987,0.07,9.08E-05,0.00046089,1.94E-05,,,,
3,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.07,2.80E-17,0.07,1.94E-05,3.41E-21,1.94E-05,0.07,2.80E-17,0.07,1.94E-05,3.41E-21,1.94E-05,,,,
4,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.074715413,0.040966825,0.07,0.00014739,0.000856817,1.94E-05,0.070693135,0.014826296,0.07,6.57E-05,0.000352748,1.94E-05,,,,
5,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.077965808,0.061560875,0.07,0.00031892,0.001853459,1.94E-05,0.075546496,0.055855992,0.07,0.000293339,0.001703259,1.94E-05,,,,
6,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.082060287,0.073426182,0.07,0.000211213,0.001101911,1.94E-05,0.070792602,0.017140233,0.07,7.43E-05,0.000364189,1.94E-05,,,,
7,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.076849409,0.058119164,0.07,0.000123463,0.000882625,1.94E-05,0.069048033,0.008077712,0.07,1.94E-05,1.54E-11,1.94E-05,,,,
8,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.075849265,0.052057898,0.07,0.000198989,0.001318056,1.94E-05,0.068146656,0.011048713,0.07,2.21E-05,2.29E-05,1.94E-05,,,,
9,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.081520681,0.068640454,0.07,0.000186466,0.001088696,1.94E-05,0.068221119,0.0106295,0.07,2.02E-05,6.58E-06,1.94E-05,,,,
10,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.083293539,0.07931526,0.07,0.000355645,0.00211192,1.94E-05,0.069112904,0.008130717,0.07,4.84E-05,0.000245287,1.94E-05,,,,
11,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.084898497,0.088602182,0.07,0.000246803,0.001373487,1.94E-05,0.075443607,0.054417324,0.07,8.77E-05,0.000441213,1.94E-05,,,,
12,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.084663313,0.08880125,0.07,0.000364343,0.001903248,1.94E-05,0.070423539,0.015292409,0.07,9.12E-05,0.000422047,1.94E-05,,,,
13,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.069772016,0.001934509,0.07,5.25E-05,0.000280132,1.94E-05,0.069772016,0.001934509,0.07,5.25E-05,0.000280132,1.94E-05,,,,
14,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.069871907,0.000828161,0.07,9.56E-05,0.000453558,1.94E-05,0.068158538,0.010984162,0.07,2.33E-05,3.27E-05,1.94E-05,,,,
15,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.079229346,0.07873193,0.07,0.000112004,0.000558924,1.94E-05,0.06891313,0.007428455,0.07,5.04E-05,0.000259241,1.94E-05,,,,
16,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.078845872,0.075324973,0.07,7.36E-05,0.000362791,1.94E-05,0.078845872,0.075324973,0.07,7.36E-05,0.000362791,1.94E-05,,,,
17,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.097655391,0.116117979,0.07,0.000519998,0.002257705,1.94E-05,0.069863231,0.015740156,0.07,9.32E-05,0.000449437,1.94E-05,,,,
18,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.069823416,0.001498364,0.07,5.37E-05,0.000290261,1.94E-05,0.069127493,0.007403467,0.07,2.35E-05,3.44E-05,1.94E-05,,,,
19,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.087561611,0.10410087,0.07,0.000415979,0.002164141,1.94E-05,0.077654602,0.070222862,0.07,0.000258763,0.001696049,1.94E-05,,,,
20,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.069649197,0.001845153,0.07,0.00010867,0.000436807,1.94E-05,0.06885305,0.008043086,0.07,8.51E-05,0.000387018,1.94E-05,,,,
21,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.074301276,0.040792763,0.07,0.000208966,0.000880284,1.94E-05,0.069695796,0.00958016,0.07,0.000127547,0.000505974,1.94E-05,,,,
22,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.093966738,0.117105226,0.07,0.000431495,0.001888343,1.94E-05,0.066956946,0.01382805,0.07,5.87E-05,0.000332673,1.94E-05,,,,
23,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.076413935,0.054424047,0.07,0.000187415,0.001425274,1.94E-05,0.069039634,0.008148973,0.07,1.94E-05,2.65E-11,1.94E-05,,,,
24,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.089844089,0.097368878,0.07,0.000518543,0.002351115,1.94E-05,0.066984514,0.013507302,0.07,0.000103732,0.000495585,1.94E-05,,,,
25,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.070014737,0.000125044,0.07,5.37E-05,0.00029082,1.94E-05,0.069192834,0.00684903,0.07,2.50E-05,4.67E-05,1.94E-05,,,,
26,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.0848278,0.089523321,0.07,0.000489282,0.002143411,1.94E-05,0.068846633,0.008870608,0.07,0.000153624,0.000570675,1.94E-05,,,,
27,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.089464175,0.094820297,0.07,0.000314507,0.001516322,1.94E-05,0.067152974,0.013750163,0.07,1.94E-05,2.72E-11,1.94E-05,,,,
28,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.07,2.80E-17,0.07,1.94E-05,3.41E-21,1.94E-05,0.07,2.80E-17,0.07,1.94E-05,3.41E-21,1.94E-05,,,,
29,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.086683159,0.100661539,0.07,0.000288949,0.001849408,1.94E-05,0.072495104,0.030155134,0.07,0.000135046,0.000980914,1.94E-05,,,,
30,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.076880496,0.060179441,0.07,0.000217233,0.001179636,1.94E-05,0.067114081,0.013937661,0.07,1.94E-05,6.51E-11,1.94E-05,,,,
31,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.10691071,0.136817328,0.07,0.001089068,0.004032885,1.94E-05,0.080368956,0.079126633,0.07,0.000478146,0.002712874,1.94E-05,,,,
32,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.06985492,0.001231045,0.07,5.52E-05,0.000303795,1.94E-05,0.06903397,0.008197033,0.07,1.94E-05,5.11E-11,1.94E-05,,,,
33,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.076948984,0.056095398,0.07,0.000203526,0.001551775,1.94E-05,0.068817704,0.008342258,0.07,2.00E-05,4.79E-06,1.94E-05,,,,
34,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.075350643,0.045401712,0.07,8.42E-05,0.000549124,1.94E-05,0.069054054,0.008026616,0.07,1.94E-05,1.18E-11,1.94E-05,,,,
35,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.103457558,0.127247699,0.07,0.000507845,0.001909819,1.94E-05,0.072749998,0.06017498,0.07,9.75E-05,0.000501253,1.94E-05,,,,
36,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.083393947,0.08114344,0.07,0.000437686,0.002490724,1.94E-05,0.07730451,0.063001003,0.07,0.000333825,0.002300398,1.94E-05,,,,
37,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.076420957,0.057504023,0.07,0.000271785,0.001582211,1.94E-05,0.073669978,0.039331001,0.07,0.000193332,0.001125784,1.94E-05,,,,
38,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.091070401,0.101971657,0.07,0.000521635,0.002424886,1.94E-05,0.067683771,0.011852062,0.07,6.15E-05,0.000300892,1.94E-05,,,,
39,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.0885597,0.09088922,0.07,0.000352697,0.001612245,1.94E-05,0.073563123,0.048018696,0.07,0.000130147,0.000939344,1.94E-05,,,,
40,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.075579299,0.0477014,0.07,0.000224383,0.001468907,1.94E-05,0.070225195,0.01309173,0.07,7.50E-05,0.000471733,1.94E-05,,,,
41,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.090040985,0.098705163,0.07,0.00036317,0.001796774,1.94E-05,0.067359764,0.011958899,0.07,5.93E-05,0.000290535,1.94E-05,,,,
42,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.07,2.80E-17,0.07,1.94E-05,3.41E-21,1.94E-05,0.07,2.80E-17,0.07,1.94E-05,3.41E-21,1.94E-05,,,,
43,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.07924296,0.078429114,0.07,0.000152539,0.001129347,1.94E-05,0.069048463,0.008074055,0.07,1.94E-05,1.51E-11,1.94E-05,,,,
44,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.082093185,0.073301265,0.07,0.000311698,0.001531869,1.94E-05,0.068810641,0.008191961,0.07,7.82E-05,0.00037737,1.94E-05,,,,
45,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.069994883,4.34E-05,0.07,6.56E-05,0.00039206,1.94E-05,0.069994883,4.34E-05,0.07,6.56E-05,0.00039206,1.94E-05,,,,
46,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.079137627,0.077535338,0.07,0.00022418,0.001737236,1.94E-05,0.069041096,0.00813657,0.07,1.94E-05,2.36E-11,1.94E-05,,,,
47,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.081402308,0.068059822,0.07,0.000340917,0.002458922,1.94E-05,0.074980505,0.050791219,0.07,0.000301763,0.002395553,1.94E-05,,,,
48,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.0751305,0.043533739,0.07,8.19E-05,0.000529926,1.94E-05,0.073965524,0.03364859,0.07,6.99E-05,0.000428329,1.94E-05,,,,
49,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.077301606,0.062138932,0.07,0.000254796,0.001658487,1.94E-05,0.070051456,0.000644726,0.07,8.76E-05,0.000424837,1.94E-05,,,,
50,64,500,320,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,72,0.103771161,0.125483003,0.07,0.000927114,0.003540244,1.94E-05,0.070202522,0.039601934,0.07,0.000218348,0.001391252,1.94E-05,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,9.16296E-05,9.65E-05,1.51E+01,2.06E-04
1,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.069839933,0.001264537,0.07,0.0005428,0.001523194,1.94E-05,0.069839933,0.001264537,0.07,0.0005428,0.001523194,1.94E-05,,,,
2,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.069701232,0.001267566,0.07,0.000282637,0.001116631,1.94E-05,0.069701232,0.001267566,0.07,0.000282637,0.001116631,1.94E-05,,,,
3,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.070066905,0.000283855,0.07,0.000259008,0.001016384,1.94E-05,0.070066905,0.000283855,0.07,0.000259008,0.001016384,1.94E-05,,,,
4,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.070225025,0.003121842,0.07,0.000857827,0.001965963,1.94E-05,0.070225025,0.003121842,0.07,0.000857827,0.001965963,1.94E-05,,,,
5,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.095308286,0.106381125,0.07,0.001541231,0.003938041,1.94E-05,0.095308286,0.106381125,0.07,0.001541231,0.003938041,1.94E-05,,,,
6,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.098572595,0.121223256,0.07,0.001145499,0.004777445,1.94E-05,0.098572595,0.121223256,0.07,0.001145499,0.004777445,1.94E-05,,,,
7,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.07005533,0.000234744,0.07,0.000299938,0.001190032,1.94E-05,0.07005533,0.000234744,0.07,0.000299938,0.001190032,1.94E-05,,,,
8,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.07,2.86E-17,0.07,1.94E-05,3.49E-21,1.94E-05,0.07,2.86E-17,0.07,1.94E-05,3.49E-21,1.94E-05,,,,
9,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.07017741,0.000752685,0.07,0.000324466,0.001294097,1.94E-05,0.07017741,0.000752685,0.07,0.000324466,0.001294097,1.94E-05,,,,
10,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.069936412,0.00026978,0.07,0.000227693,0.000883525,1.94E-05,0.069936412,0.00026978,0.07,0.000227693,0.000883525,1.94E-05,,,,
11,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.069303464,0.002049446,0.07,0.000267301,0.0008172,1.94E-05,0.069303464,0.002049446,0.07,0.000267301,0.0008172,1.94E-05,,,,
12,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.07,2.86E-17,0.07,1.94E-05,3.49E-21,1.94E-05,0.07,2.86E-17,0.07,1.94E-05,3.49E-21,1.94E-05,,,,
13,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.068910257,0.004623388,0.07,5.88E-05,0.000166956,1.94E-05,0.068910257,0.004623388,0.07,5.88E-05,0.000166956,1.94E-05,,,,
14,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.090958952,0.088921301,0.07,0.00022543,0.000873921,1.94E-05,0.090958952,0.088921301,0.07,0.00022543,0.000873921,1.94E-05,,,,
15,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.094439861,0.103689549,0.07,0.001261682,0.005270366,1.94E-05,0.094439861,0.103689549,0.07,0.001261682,0.005270366,1.94E-05,,,,
16,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.07,2.86E-17,0.07,1.94E-05,3.49E-21,1.94E-05,0.07,2.86E-17,0.07,1.94E-05,3.49E-21,1.94E-05,,,,
17,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.07,2.86E-17,0.07,1.94E-05,3.49E-21,1.94E-05,0.07,2.86E-17,0.07,1.94E-05,3.49E-21,1.94E-05,,,,
18,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.101549305,0.133852366,0.07,0.000490873,0.002000104,1.94E-05,0.101549305,0.133852366,0.07,0.000490873,0.002000104,1.94E-05,,,,
19,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.101970302,0.135904351,0.07,0.002077692,0.006002546,1.94E-05,0.101970302,0.135904351,0.07,0.002077692,0.006002546,1.94E-05,,,,
20,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.099637778,0.127503234,0.07,0.00124316,0.004016978,1.94E-05,0.099637778,0.127503234,0.07,0.00124316,0.004016978,1.94E-05,,,,
21,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.06884283,0.004582308,0.07,0.000309628,0.001109501,1.94E-05,0.06884283,0.004582308,0.07,0.000309628,0.001109501,1.94E-05,,,,
22,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.069854771,0.000616153,0.07,0.000291859,0.001155759,1.94E-05,0.069854771,0.000616153,0.07,0.000291859,0.001155759,1.94E-05,,,,
23,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.069930199,0.001141564,0.07,0.000611059,0.001743077,1.94E-05,0.069930199,0.001141564,0.07,0.000611059,0.001743077,1.94E-05,,,,
24,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.125090693,0.162680516,0.07,0.002342835,0.006131406,1.94E-05,0.125090693,0.162680516,0.07,0.002342835,0.006131406,1.94E-05,,,,
25,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.069402028,0.001758691,0.07,0.000527478,0.001490408,1.94E-05,0.069402028,0.001758691,0.07,0.000527478,0.001490408,1.94E-05,,,,
26,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.069037026,0.003040573,0.07,0.000563211,0.00158836,1.94E-05,0.069037026,0.003040573,0.07,0.000563211,0.00158836,1.94E-05,,,,
27,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.095042431,0.104992344,0.07,0.001362288,0.004502497,1.94E-05,0.075722784,0.023049951,0.07,0.000664634,0.001879566,1.94E-05,,,,
28,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.07,2.86E-17,0.07,1.94E-05,3.49E-21,1.94E-05,0.07,2.86E-17,0.07,1.94E-05,3.49E-21,1.94E-05,,,,
29,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.07,2.86E-17,0.07,1.94E-05,3.49E-21,1.94E-05,0.07,2.86E-17,0.07,1.94E-05,3.49E-21,1.94E-05,,,,
30,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.093919053,0.101479945,0.07,0.000450932,0.001830647,1.94E-05,0.093919053,0.101479945,0.07,0.000450932,0.001830647,1.94E-05,,,,
31,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.07035649,0.002201051,0.07,0.000624401,0.001768141,1.94E-05,0.07035649,0.002201051,0.07,0.000624401,0.001768141,1.94E-05,,,,
32,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.069936612,0.000268934,0.07,0.000259583,0.001018823,1.94E-05,0.069936612,0.000268934,0.07,0.000259583,0.001018823,1.94E-05,,,,
33,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.099025819,0.123146121,0.07,0.001700671,0.007132842,1.94E-05,0.099025819,0.123146121,0.07,0.001700671,0.007132842,1.94E-05,,,,
34,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.070434015,0.001276158,0.07,0.000705803,0.002002473,1.94E-05,0.070434015,0.001276158,0.07,0.000705803,0.002002473,1.94E-05,,,,
35,25,750,981,564.189584,0.02,0,0.05,0,0,0,400000000,10,0.1,18,0.09882361,0.122288221,0.07,0.000936132,0.003889174,1.94E-05,0.09882361,0.122288221,0.07,0.000936132,0.003889174,1.94E-05,,,,
